100,11,0.056214
200,11,0.054367
300,11,0.054397
400,11,0.057708
500,11,0.056711
600,11,0.058584
700,11,0.061677
800,11,0.064311
900,11,0.070125
1000,11,0.074401
1100,11,0.083106
1200,11,0.082350
1300,11,0.088839
1400,11,0.092672
1500,11,0.099924
1600,11,0.104698
1700,11,0.113116
1800,11,0.130346
1900,11,0.129399
2000,11,0.126996
2100,11,0.131690
2200,11,0.129889
2300,11,0.136874
2400,11,0.144998
2500,11,0.159435
2600,11,0.176343
2700,11,0.175371
2800,11,0.179396
2900,11,0.206044
3000,11,0.210044
3100,11,0.224171
3200,11,0.223670
3300,11,0.239524
3400,11,0.244112
3500,11,0.252787
3600,11,0.264676
3700,11,0.285296
3800,11,0.292416
3900,11,0.307136
4000,11,0.334634
4100,11,0.324845
4200,11,0.337050
4300,11,0.355913
4400,11,0.367798
4500,11,0.379430
4600,11,0.397429
4700,11,0.410953
4800,11,0.424662
4900,11,0.443773
5000,11,0.456865
5100,11,0.472920
5200,11,0.491538
5300,11,0.503920
5400,11,0.518091
5500,11,0.543706
5600,11,0.561162
5700,11,0.583421
5800,11,0.599752
5900,11,0.615781
6000,11,0.623622
6100,11,0.659002
6200,11,0.675631
6300,11,0.696515
6400,11,0.721327
6500,11,0.728427
6600,11,0.752770
6700,11,0.781083
6800,11,0.804803
6900,11,0.817433
7000,11,0.845790
7100,11,0.872617
7200,11,0.899958
7300,11,0.916934
7400,11,0.938552
7500,11,0.965531
7600,11,0.989701
7700,11,1.016200
7800,11,1.037702
7900,11,1.066883
8000,11,1.078029
8100,11,1.118032
8200,11,1.143428
8300,11,1.158951
8400,11,1.158459
8500,11,1.214688
8600,11,1.239309
8700,11,1.278393
8800,11,1.309073
8900,11,1.336923
9000,11,1.346606
9100,11,1.385867
9200,11,1.413271
9300,11,1.449554
9400,11,1.479287
9500,11,1.503794
9600,11,1.495654
9700,11,1.576644
9800,11,1.602453
9900,11,1.628064
10000,11,1.672341
10100,11,1.699219
10200,11,1.689692
10300,11,1.787699
10400,11,1.791274
10500,11,1.824607
10600,11,1.853040
10700,11,1.900372
10800,11,1.911744
10900,11,1.972701
11000,11,2.001835
11100,11,2.031923
11200,11,2.084175
11300,11,2.121639
11400,11,2.088975
11500,11,2.183301
11600,11,2.222334
11700,11,2.252876
11800,11,2.294225
11900,11,2.334826
12000,11,2.420605
12100,11,2.471615
12200,11,2.474899
12300,11,2.536399
12400,11,2.618029
12500,11,2.595933
12600,11,2.660819
12700,11,2.661449
12800,11,2.754436
12900,11,2.840136
13000,11,2.788349
13100,11,2.852876
13200,11,2.807612
13300,11,2.912881
13400,11,2.957371
13500,11,2.990855
13600,11,3.049187
13700,11,3.129312
13800,11,3.125557
13900,11,3.265765
14000,11,3.411880
14100,11,3.324520
14200,11,3.448494
14300,11,3.595924
14400,11,3.398337
14500,11,3.435313
14600,11,3.497739
14700,11,3.534225
14800,11,3.614984
14900,11,3.630154
15000,11,3.605440
15100,11,3.755300
15200,11,3.794430
15300,11,3.838790
15400,11,3.876644
15500,11,3.897033
15600,11,3.880592
15700,11,4.037809
15800,11,4.092832
15900,11,4.145868
16000,11,4.211153
16100,11,4.150380
16200,11,4.213565
16300,11,4.321178
16400,11,4.409732
16500,11,4.473875
16600,11,4.492016
16700,11,4.527293
16800,11,4.562718
16900,11,4.654407
17000,11,4.725467
17100,11,4.785377
17200,11,4.845119
17300,11,4.882085
17400,11,5.094210
17500,11,5.052152
17600,11,5.135469
17700,11,5.173362
17800,11,5.224341
17900,11,5.343422
18000,11,5.192797
