100,4,0.053844
200,4,0.050308
300,4,0.052345
400,4,0.053199
500,4,0.056417
600,4,0.061685
700,4,0.065451
800,4,0.066089
900,4,0.063251
1000,4,0.068867
1100,4,0.073934
1200,4,0.072102
1300,4,0.076593
1400,4,0.079974
1500,4,0.084651
1600,4,0.088780
1700,4,0.095018
1800,4,0.099495
1900,4,0.108408
2000,4,0.110394
2100,4,0.118272
2200,4,0.128016
2300,4,0.124513
2400,4,0.132068
2500,4,0.139664
2600,4,0.147031
2700,4,0.154128
2800,4,0.160228
2900,4,0.170627
3000,4,0.179513
3100,4,0.184440
3200,4,0.197416
3300,4,0.204728
3400,4,0.214681
3500,4,0.227963
3600,4,0.240669
3700,4,0.249752
3800,4,0.255587
3900,4,0.273437
4000,4,0.282166
4100,4,0.289143
4200,4,0.303424
4300,4,0.317867
4400,4,0.330468
4500,4,0.345507
4600,4,0.355187
4700,4,0.373117
4800,4,0.381991
4900,4,0.397698
5000,4,0.423966
5100,4,0.446760
5200,4,0.464449
5300,4,0.508618
5400,4,0.513175
5500,4,0.541244
5600,4,0.502165
5700,4,0.579551
5800,4,0.681363
5900,4,0.611171
6000,4,0.699023
6100,4,0.714799
6200,4,0.692184
6300,4,0.798454
6400,4,0.663872
6500,4,0.954568
6600,4,0.953328
6700,4,0.947126
6800,4,1.028336
6900,4,1.116558
7000,4,1.066762
7100,4,1.107905
7200,4,0.880501
7300,4,1.245835
7400,4,1.281728
7500,4,1.182513
7600,4,1.423568
7700,4,1.582221
7800,4,1.571883
7900,4,1.672732
8000,4,1.188772
8100,4,1.746813
8200,4,1.716954
8300,4,1.881355
8400,4,2.004124
8500,4,2.331558
8600,4,2.116717
8700,4,2.240690
8800,4,1.633647
8900,4,2.232051
9000,4,2.561311
9100,4,2.485590
9200,4,2.499522
9300,4,3.034274
9400,4,2.950166
9500,4,2.868319
9600,4,2.299730
9700,4,3.108373
9800,4,3.371392
9900,4,3.235128
10000,4,3.303999
