517,1,0.065630
517,51,0.076971
517,101,0.097020
517,151,0.120727
517,201,0.149369
517,251,0.161325
517,301,0.163651
517,351,0.178615
517,401,0.196902
517,451,0.251416
517,501,0.240722
517,551,0.270157
517,601,0.271532
517,651,0.286570
517,701,0.303375
517,751,0.321323
517,801,0.340412
517,851,0.357604
517,901,0.374775
517,951,0.392268
517,1001,0.410344
517,1051,0.428672
517,1101,0.445927
517,1151,0.463669
517,1201,0.480845
517,1251,0.511254
517,1301,0.521591
517,1351,0.535388
517,1401,0.555838
517,1451,0.593800
517,1501,0.590113
517,1551,0.617620
517,1601,0.628348
517,1651,0.644127
517,1701,0.664653
517,1751,0.685709
517,1801,0.700264
517,1851,0.714224
517,1901,0.759005
517,1951,0.749069
517,2001,0.787481
