100,4,0.005438
200,4,0.021459
300,4,0.036329
400,4,0.027886
500,4,0.028811
600,4,0.040412
700,4,0.054659
800,4,0.070650
900,4,0.089308
1000,4,0.109876
1100,4,0.132362
1200,4,0.157404
1300,4,0.185700
1400,4,0.219087
1500,4,0.251507
1600,4,0.282528
1700,4,0.316973
1800,4,0.357185
1900,4,0.398983
2000,4,0.447829
2100,4,0.477438
2200,4,0.540826
2300,4,0.589323
2400,4,0.642760
2500,4,0.697598
2600,4,0.742982
2700,4,0.797209
2800,4,0.866163
2900,4,0.957956
3000,4,0.993571
3100,4,1.046714
3200,4,1.125376
3300,4,1.200762
3400,4,1.258945
3500,4,1.336014
3600,4,1.408437
3700,4,1.499605
3800,4,1.574085
3900,4,1.652546
4000,4,1.735860
4100,4,1.849171
4200,4,1.928361
4300,4,2.015915
4400,4,2.124635
4500,4,2.203898
4600,4,2.320161
4700,4,2.419772
4800,4,2.525304
4900,4,2.640704
5000,4,2.745252
5100,4,2.973342
5200,4,3.054363
5300,4,3.156054
5400,4,3.270296
5500,4,3.279463
5600,4,3.405946
5700,4,3.528139
5800,4,3.666509
5900,4,3.785124
6000,4,3.911068
6100,4,4.163936
6200,4,4.179661
6300,4,4.315125
6400,4,4.475005
6500,4,4.590664
6600,4,4.724502
6700,4,4.859860
6800,4,5.008053
6900,4,5.305339
7000,4,5.507003
7100,4,5.618252
7200,4,5.775514
7300,4,5.882151
7400,4,5.931612
7500,4,6.298809
7600,4,6.375914
7700,4,6.413734
7800,4,6.424051
7900,4,6.570845
8000,4,6.807760
8100,4,6.950791
8200,4,7.268738
8300,4,7.413806
8400,4,7.515841
8500,4,7.710825
8600,4,7.801053
8700,4,7.977635
8800,4,8.169545
8900,4,8.620941
9000,4,8.803257
9100,4,8.988906
9200,4,9.216626
9300,4,9.305172
9400,4,9.516470
9500,4,9.678670
9600,4,9.964478
9700,4,10.132533
9800,4,10.312430
9900,4,10.504615
10000,4,10.807610
