517,1,0.054440
517,51,0.076742
517,101,0.098432
517,151,0.122614
517,201,0.142842
517,251,0.153039
517,301,0.160674
517,351,0.179366
517,401,0.201549
517,451,0.233051
517,501,0.236597
517,551,0.249388
517,601,0.304665
517,651,0.302968
517,701,0.318868
517,751,0.334531
517,801,0.367020
517,851,0.365055
517,901,0.396783
517,951,0.395916
517,1001,0.421499
517,1051,0.433590
517,1101,0.450660
517,1151,0.469114
517,1201,0.487427
517,1251,0.504632
517,1301,0.522038
517,1351,0.540994
517,1401,0.566003
517,1451,0.576859
517,1501,0.595493
517,1551,0.613524
517,1601,0.633669
517,1651,0.651109
517,1701,0.666427
517,1751,0.684670
517,1801,0.702925
517,1851,0.720751
517,1901,0.738844
517,1951,0.756643
517,2001,0.774347
