100,4,0.065776
200,4,0.052173
300,4,0.050328
400,4,0.059252
500,4,0.053474
600,4,0.059964
700,4,0.053723
800,4,0.055971
900,4,0.057205
1000,4,0.058097
1100,4,0.061114
1200,4,0.062485
1300,4,0.064815
1400,4,0.067530
1500,4,0.071391
1600,4,0.071322
1700,4,0.074186
1800,4,0.078666
1900,4,0.081261
2000,4,0.084381
2100,4,0.087394
2200,4,0.093130
2300,4,0.102286
2400,4,0.113316
2500,4,0.106886
2600,4,0.104453
2700,4,0.106972
2800,4,0.115027
2900,4,0.119045
3000,4,0.125029
3100,4,0.119808
3200,4,0.134008
3300,4,0.131423
3400,4,0.144128
3500,4,0.138768
3600,4,0.142021
3700,4,0.158424
3800,4,0.170014
3900,4,0.159332
4000,4,0.164884
4100,4,0.166869
4200,4,0.177367
4300,4,0.186373
4400,4,0.191186
4500,4,0.198941
4600,4,0.217191
4700,4,0.211193
4800,4,0.233592
4900,4,0.232213
5000,4,0.248018
5100,4,0.240244
5200,4,0.248249
5300,4,0.253370
5400,4,0.257759
5500,4,0.270291
5600,4,0.276250
5700,4,0.285860
5800,4,0.291618
5900,4,0.301007
6000,4,0.308045
6100,4,0.321239
6200,4,0.325790
6300,4,0.337285
6400,4,0.352496
6500,4,0.360160
6600,4,0.378842
6700,4,0.380649
6800,4,0.390353
6900,4,0.390273
7000,4,0.404832
7100,4,0.427377
7200,4,0.452530
7300,4,0.444264
7400,4,0.452904
7500,4,0.461671
7600,4,0.480207
7700,4,0.497950
7800,4,0.504442
7900,4,0.509563
8000,4,0.524563
8100,4,0.535885
8200,4,0.544634
8300,4,0.564181
8400,4,0.606651
8500,4,0.572083
8600,4,0.606217
8700,4,0.606023
8800,4,0.626106
8900,4,0.642082
9000,4,0.697342
9100,4,0.653581
9200,4,0.681052
9300,4,0.678378
9400,4,0.703271
9500,4,0.755395
9600,4,0.803203
9700,4,0.744008
9800,4,0.760321
9900,4,0.771877
10000,4,0.855980
10100,4,0.870942
10200,4,0.890991
10300,4,0.830030
10400,4,0.865907
10500,4,0.865778
10600,4,0.900350
10700,4,0.946603
10800,4,0.995230
10900,4,0.926019
11000,4,0.956357
11100,4,0.968897
11200,4,1.000184
11300,4,1.076913
11400,4,1.146837
11500,4,1.046749
11600,4,1.093692
11700,4,1.089793
11800,4,1.098734
11900,4,1.201453
12000,4,1.311807
12100,4,1.152267
12200,4,1.171231
12300,4,1.193583
12400,4,1.232841
12500,4,1.332115
12600,4,1.432738
12700,4,1.273590
12800,4,1.321065
12900,4,1.316803
13000,4,1.343302
13100,4,1.487103
13200,4,1.515678
13300,4,1.414824
13400,4,1.415482
13500,4,1.440881
13600,4,1.457023
13700,4,1.603274
13800,4,1.648661
13900,4,1.543810
14000,4,1.567673
14100,4,1.636074
14200,4,1.607172
14300,4,1.703903
14400,4,1.906769
14500,4,1.722144
14600,4,1.716719
14700,4,1.715464
14800,4,1.733286
14900,4,1.942908
15000,4,2.023530
15100,4,1.847541
15200,4,1.877320
15300,4,1.854509
15400,4,1.869397
15500,4,2.077706
15600,4,2.281543
15700,4,1.973296
15800,4,1.988484
15900,4,2.005275
16000,4,2.039280
16100,4,2.255531
16200,4,2.560958
16300,4,2.199229
16400,4,2.140917
16500,4,2.353918
16600,4,2.171935
16700,4,2.378987
16800,4,2.692338
16900,4,2.317687
17000,4,2.274361
17100,4,2.434279
17200,4,2.414592
17300,4,2.614759
17400,4,2.966183
17500,4,2.512876
17600,4,2.506526
17700,4,2.530650
17800,4,2.479597
17900,4,2.820045
18000,4,3.038816
18100,4,2.652845
18200,4,2.697525
18300,4,2.784163
18400,4,2.675907
18500,4,2.984655
18600,4,3.320961
18700,4,3.193414
18800,4,2.937176
18900,4,3.077636
19000,4,2.924748
19100,4,3.314802
19200,4,3.607924
19300,4,3.125244
19400,4,3.006588
19500,4,3.157264
19600,4,3.036550
19700,4,3.399941
19800,4,3.676768
19900,4,3.328226
20000,4,3.140274
